TF	interaction	target_gene	regulation
AR	aa	MME	Activation
AR	ii	MMP10	Inhibition
AR	aa	MMP2	Activation
AR	aa	MMP7	Activation
AR	aa	MRFAP1	Activation
AR	ii	MRPS6	Inhibition
AR	aa	MSH6	Activation
AR	aa	MT1X	Activation
AR	aa	MUC1	Activation
AR	ii	MUC6	Inhibition
AR	aa	MYC	Activation
AR	aa	MYOM1	Activation
AR	aa	MYOT	Activation
AR	aa	MYOZ2	Activation
AR	aa	NAT1	Activation
AR	ii	NAT6	Inhibition
AR	aa	NCAPD3	Activation
AR	ii	NCOA2	Inhibition
AR	ii	NCOA3	Inhibition
AR	aa	NCOA5	Activation
AR	aa	NDRG1	Activation
AR	aa	NKX31	Activation
AR	ii	NOV	Inhibition
AR	aa	NR0B1	Activation
AR	ii	NR2F1	Inhibition
AR	aa	NR5A2	Activation
AR	ii	NR6A1	Inhibition
AR	aa	NRN1	Activation
AR	aa	NRP1	Activation
AR	aa	NUSAP1	Activation
AR	aa	OAT	Activation
AR	aa	OR8D4	Activation
AR	aa	OSBPL1A	Activation
AR	aa	OSGIN1	Activation
AR	aa	PARP1	Activation
AR	aa	PBXIP1	Activation
AR	aa	PCYT1B	Activation
AR	aa	PDE4C	Activation
AR	aa	PDE6A	Activation
AR	ii	PDGFRL	Inhibition
AR	aa	PEBP1	Activation
AR	aa	PEG10	Activation
AR	aa	PER1	Activation
AR	aa	PFKFB2	Activation
AR	aa	PGC	Activation
AR	ii	PGR	Inhibition
AR	aa	PHF7	Activation
AR	aa	PIK3CB	Activation
AR	aa	PIP	Activation
AR	aa	PLAC1	Activation
AR	ii	PLEKHG3	Inhibition
AR	aa	PMAIP1	Activation
AR	aa	PMEPA1	Activation
AR	aa	POLE2	Activation
AR	aa	PPARG	Activation
AR	ii	PPFIBP2	Inhibition
AR	aa	PPIP5K1	Activation
AR	aa	PRDM2	Activation
AR	aa	PRDM4	Activation
AR	aa	PRKACB	Activation
AR	aa	PRKCA	Activation
AR	aa	PRKCD	Activation
AR	ii	PRUNE2	Inhibition
AR	aa	PSAP	Activation
AR	aa	PSCA	Activation
AR	aa	PTGS2	Activation
AR	aa	PTPN1	Activation
AR	aa	PYCR1	Activation
AR	aa	PYGB	Activation
AR	aa	RAB11FIP1	Activation
AR	aa	RAB3B	Activation
AR	aa	RAD18	Activation
AR	aa	RAD21	Activation
AR	aa	RAD54B	Activation
AR	aa	RAD9A	Activation
AR	aa	RAP1B	Activation
AR	aa	RARA	Activation
AR	aa	RASSF3	Activation
AR	aa	RDH11	Activation
AR	aa	RERG	Activation
AR	aa	RHOA	Activation
AR	aa	RHOU	Activation
AR	aa	RLN1	Activation
AR	ii	RORA	Inhibition
AR	aa	S100P	Activation
AR	aa	SCAP	Activation
AR	aa	SCGB2A1	Activation
AR	aa	SCNN1A	Activation
AR	aa	SDC1	Activation
AR	aa	SDPR	Activation
AR	aa	SEC14L2	Activation
AR	ii	SEC22C	Inhibition
AR	aa	SENP1	Activation
AR	aa	SERPINB4	Activation
AR	ii	SERPINB5	Inhibition
AR	aa	SERPINH1	Activation
AR	ii	SESN1	Inhibition
AR	aa	SFI1	Activation
AR	aa	SGK1	Activation
AR	aa	SGMS1	Activation
AR	aa	SHC1	Activation
AR	ii	SHCBP1	Inhibition
AR	aa	SHPK	Activation
AR	aa	SIRPG	Activation
AR	aa	SKAP1	Activation
AR	aa	SKP2	Activation
AR	aa	SLC19A2	Activation
AR	aa	SLC26A2	Activation
AR	aa	SLC45A3	Activation
AR	aa	SLC50A1	Activation
AR	aa	SLC9A2	Activation
AR	aa	SLPI	Activation
AR	aa	SMARCC1	Activation
AR	aa	SMYD1	Activation
AR	aa	SNAI2	Activation
AR	aa	SOAT2	Activation
AR	aa	SORD	Activation
AR	ii	SOX2	Inhibition
AR	aa	SOX4	Activation
AR	aa	SPAM1	Activation
AR	aa	SPDEF	Activation
AR	aa	SPOCK1	Activation
AR	aa	SPP1	Activation
AR	ii	SRD5A3	Inhibition
AR	aa	SSR3	Activation
AR	aa	STEAP2	Activation
AR	aa	STEAP4	Activation
AR	aa	STIM1	Activation
AR	aa	STK39	Activation
AR	aa	STOM	Activation
AR	aa	SULT1A1	Activation
AR	aa	SULT1E1	Activation
AR	aa	TACC2	Activation
AR	aa	TAS2R50	Activation
AR	aa	TAT	Activation
AR	aa	TBC1D22B	Activation
AR	ii	TERT	Inhibition
AR	aa	TES	Activation
AR	aa	TGFB1	Activation
AR	ii	TGFBR2	Inhibition
AR	ii	TGFBR3	Inhibition
AR	aa	TGM4	Activation
AR	aa	TH	Activation
AR	aa	THBD	Activation
AR	aa	THBS3	Activation
AR	aa	THOC5	Activation
AR	aa	TIPARP	Activation
AR	aa	TJAP1	Activation
AR	aa	TLR2	Activation
AR	aa	TM4SF1	Activation
AR	ii	TMEM86A	Inhibition
AR	aa	TMPRSS2	Activation
AR	aa	TNFRSF11B	Activation
AR	ii	TNS4	Inhibition
AR	ii	TP53	Inhibition
AR	aa	TPD52	Activation
AR	aa	TRIO	Activation
AR	aa	TRMT12	Activation
AR	aa	TRPV3	Activation
AR	aa	TSC2	Activation
AR	aa	TSC22D3	Activation
AR	aa	TUBB3	Activation
AR	aa	TUBE1	Activation
AR	aa	UBE2B	Activation
AR	aa	UBE2C	Activation
AR	aa	UBE2I	Activation
AR	ii	UCN	Inhibition
AR	aa	UFD1L	Activation
AR	aa	UGT1A1	Activation
AR	aa	UGT2B15	Activation
AR	aa	UGT2B17	Activation
AR	aa	USP1	Activation
AR	aa	UST	Activation
AR	aa	VCAN	Activation
AR	aa	VEGFA	Activation
AR	ii	VIPR1	Inhibition
AR	aa	VMP1	Activation
AR	aa	WARS	Activation
AR	ii	WBSCR28	Inhibition
AR	aa	WISP2	Activation
AR	aa	WNT7B	Activation
AR	aa	XBP1	Activation
AR	aa	XRCC4	Activation
AR	aa	YWHAZ	Activation
AR	aa	ZBTB16	Activation
AR	aa	ZBTB7B	Activation
AR	aa	ZEB1	Activation
AR	aa	ZFAND5	Activation
AR	aa	ZNF189	Activation
AR	aa	ZWINT	Activation
ARID1A	aa	ALPL	Activation
ARID1A	ii	BGLAP	Inhibition
ARID1A	aa	BMP10	Activation
ARID1A	aa	CCNA1	Activation
ARID1A	ii	CCNB2	Inhibition
ARID1A	aa	CCNE1	Activation
ARID1A	aa	CDKN1A	Activation
ARID1A	ii	E2F1	Inhibition
ARID1A	aa	ERBB2	Activation
ARID1A	aa	ERBB4	Activation
ARID1A	aa	MEF2C	Activation
ARID1A	aa	NKX2-5	Activation
ARID1A	aa	SMAD3	Activation
ARID1A	aa	THBS1	Activation
ARID1B	aa	BGLAP	Activation
ARID1B	aa	CCNA1	Activation
ARID1B	aa	CCNE1	Activation
ARID1B	aa	CDK1	Activation
ARID1B	aa	CDKN1A	Activation
ARID1B	ii	MYC	Inhibition
ARID2	aa	ALPL	Activation
ARID2	aa	THBS1	Activation
ARID3A	aa	CDKN1A	Activation
ARID3A	ii	NANOG	Inhibition
ARID3A	ii	POU5F1	Inhibition
ARID3A	ii	SOX2	Inhibition
ARID5A	aa	COL2A1	Activation
ARID5B	aa	COL2A1	Activation
ARID5B	aa	PCK1	Activation
ARNT	aa	ALDOA	Activation
ARNT	aa	ALOX12	Activation
ARNT	ii	ARNT2	Inhibition
ARNT	aa	ARRDC3	Activation
ARNT	aa	BCL2	Activation
ARNT	aa	CA9	Activation
ARNT	aa	CBS	Activation
ARNT	aa	CD248	Activation
ARNT	aa	CDKN1A	Activation
ARNT	aa	CDKN2B	Activation
ARNT	aa	CYP1A1	Activation
ARNT	aa	CYP1A2	Activation
ARNT	aa	CYP1B1	Activation
ARNT	aa	CYP2A13	Activation
ARNT	aa	ENO1	Activation
ARNT	aa	EPAS1	Activation
ARNT	aa	EPO	Activation
ARNT	aa	ERRFI1	Activation
ARNT	aa	ESR2	Activation
ARNT	aa	ETS1	Activation
ARNT	aa	FMO3	Activation
ARNT	aa	GAPDH	Activation
ARNT	aa	GREB1	Activation
ARNT	aa	HMOX1	Activation
ARNT	aa	ID2	Activation
ARNT	aa	IL6	Activation
ARNT	aa	KDM6B	Activation
ARNT	aa	LDHA	Activation
ARNT	aa	LOXL4	Activation
ARNT	aa	MFSD2A	Activation
ARNT	aa	MYOM2	Activation
ARNT	aa	NCOA2	Activation
ARNT	aa	NDRG1	Activation
ARNT	aa	NOS3	Activation
ARNT	aa	PDPK1	Activation
ARNT	aa	PGK1	Activation
ARNT	aa	PTGS2	Activation
ARNT	aa	RHOA	Activation
ARNT	aa	ROCK1	Activation
ARNT	aa	ROR2	Activation
ARNT	ii	SMOC2	Inhibition
ARNT	aa	TF	Activation
ARNT	aa	TFF1	Activation
ARNT	aa	VEGFA	Activation
ARNT2	aa	BAX	Activation
ARNT2	aa	BDNF	Activation
ARNT2	aa	DBN1	Activation
ARNT2	aa	EPO	Activation
ARNT2	aa	POU3F2	Activation
ARNTL2	aa	BHLHE40	Activation
ARNTL2	aa	BHLHE41	Activation
ARNTL2	ii	IL21	Inhibition
ARNTL2	aa	PER1	Activation
ARNTL2	aa	SERPINE1	Activation
ARNTL2	aa	THBD	Activation
ARX	ii	CALB2	Inhibition
ARX	ii	CDH2	Inhibition
ARX	ii	EBF3	Inhibition
ARX	aa	GHRL	Activation
ARX	aa	KDM5C	Activation
ARX	ii	LMO1	Inhibition
ARX	ii	LMO3	Inhibition
ARX	ii	SH3TC2	Inhibition
ARX	ii	SHOX2	Inhibition
ASCL1	aa	ALDH1A1	Activation
ASCL1	aa	CCNG2	Activation
ASCL1	aa	CDCA7	Activation
ASCL1	ii	CDH1	Inhibition
ASCL1	aa	CDK5R1	Activation
ASCL1	aa	CHRNA3	Activation
ASCL1	aa	CHRNB4	Activation
ASCL1	ii	DKK1	Inhibition
ASCL1	aa	DLL1	Activation
ASCL1	aa	DLL3	Activation
ASCL1	aa	E2F1	Activation
ASCL1	aa	FBXW7	Activation
ASCL1	aa	FOXM1	Activation
ASCL1	aa	GADD45G	Activation
ASCL1	aa	GNRHR	Activation
ASCL1	aa	GPC1	Activation
ASCL1	aa	HES5	Activation
ASCL1	aa	HES6	Activation
ASCL1	aa	ID1	Activation
ASCL1	aa	INSM1	Activation
ASCL1	aa	MIR375	Activation
ASCL1	ii	NES	Inhibition
ASCL1	ii	PCSK6	Inhibition
ASCL1	aa	PROK2	Activation
ASCL1	aa	PROM1	Activation
ASCL1	aa	RND3	Activation
ASCL1	aa	SYP	Activation
ASCL1	aa	TAZ	Activation
ASCL1	aa	TEAD1	Activation
ASCL1	aa	TEAD2	Activation
ASCL1	aa	THRB	Activation
ASCL1	aa	TLX3	Activation
ASCL1	aa	ZBTB18	Activation
ASCL2	ii	CCR7	Inhibition
ASCL2	aa	CXCR4	Activation
ASCL2	aa	CXCR5	Activation
ASCL2	ii	CYP19A1	Inhibition
ASCL2	aa	EPHB3	Activation
ASCL2	aa	ETS2	Activation
ASCL2	ii	IFNG	Inhibition
ASCL2	ii	IL2RA	Inhibition
ASCL2	ii	IL2RB	Inhibition
ASCL2	aa	LGR5	Activation
ASCL2	ii	PCSK6	Inhibition
ASCL2	aa	PTPRO	Activation
ASCL2	ii	RORC	Inhibition
ASCL2	ii	SELPLG	Inhibition
ASCL2	aa	SOAT1	Activation
ASCL2	aa	SOX9	Activation
ASCL2	ii	TBX21	Inhibition
ASCL2	aa	TNFRSF19	Activation
ATF/CREB	aa	GRIN2B	Activation
ATF/CREB	aa	PTGS2	Activation
ATF1	aa	BCL2	Activation
ATF1	aa	BRCA2	Activation
ATF1	aa	BTG1	Activation
ATF1	aa	CCNA2	Activation
ATF1	aa	CCND1	Activation
ATF1	aa	CCR5	Activation
ATF1	aa	CEBPB	Activation
ATF1	aa	CFTR	Activation
ATF1	aa	CIITA	Activation
ATF1	aa	COL24A1	Activation
ATF1	aa	CYP11B2	Activation
ATF1	aa	DBH	Activation
ATF1	aa	EGR1	Activation
ATF1	aa	ENPP1	Activation
ATF1	ii	F2	Inhibition
ATF1	aa	FOS	Activation
ATF1	aa	FOSL1	Activation
ATF1	ii	FTMT	Inhibition
ATF1	ii	GSN	Inhibition
ATF1	aa	HK2	Activation
ATF1	aa	HLA-C	Activation
ATF1	aa	IFNG	Activation
ATF1	aa	IL2	Activation
ATF1	aa	LDHA	Activation
ATF1	ii	LOR	Inhibition
ATF1	aa	MUC2	Activation
ATF1	ii	NT5E	Inhibition
ATF1	aa	NTS	Activation
ATF1	aa	PCNA	Activation
ATF1	aa	PCSK1	Activation
ATF1	aa	PDE3B	Activation
ATF1	aa	PDE4D	Activation
ATF1	ii	RB1	Inhibition
ATF1	ii	SH3RF1	Inhibition
ATF1	aa	SLC19A1	Activation
ATF1	aa	SOD2	Activation
ATF1	aa	TGFB2	Activation
ATF1	aa	TH	Activation
ATF1	ii	THBS1	Inhibition
ATF1	aa	TNF	Activation
ATF1	aa	UCP3	Activation
ATF1	aa	VGF	Activation
ATF2	aa	ACHE	Activation
ATF2	aa	ARG1	Activation
ATF2	aa	ATF3	Activation
ATF2	aa	B3GAT3	Activation
ATF2	aa	BCL2	Activation
ATF2	aa	CBFB	Activation
ATF2	aa	CCL2	Activation
ATF2	aa	CCL26	Activation
ATF2	aa	CCL5	Activation
ATF2	aa	CCNA1	Activation
ATF2	aa	CCNA2	Activation
ATF2	aa	CCND1	Activation
ATF2	aa	CCND3	Activation
ATF2	ii	CD1A	Inhibition
ATF2	aa	CDKN1A	Activation
ATF2	aa	CDO1	Activation
ATF2	aa	COL24A1	Activation
ATF2	aa	CRELD1	Activation
ATF2	aa	CSRP2	Activation
ATF2	aa	CYP11A1	Activation
ATF2	aa	CYP11B1	Activation
ATF2	aa	CYP11B2	Activation
ATF2	aa	CYP19A1	Activation
ATF2	aa	DDIT3	Activation
ATF2	aa	DMBT1	Activation
ATF2	aa	ENTPD1	Activation
ATF2	aa	ESR	Activation
ATF2	aa	FASLG	Activation
ATF2	aa	FN1	Activation
ATF2	aa	FOS	Activation
ATF2	aa	JUN	Activation
ATF2	aa	KIAA1524	Activation
ATF2	ii	NOS3	Inhibition
ATF2	ii	NT5E	Inhibition
ATF2	aa	NTS	Activation
ATF2	ii	OSR2	Inhibition
ATF2	aa	PCK1	Activation
ATF2	aa	PDGFRA	Activation
ATF2	aa	PENK	Activation
ATF2	aa	PGLYRP2	Activation
ATF2	aa	PLA2G4A	Activation
ATF2	aa	PLA2G4C	Activation
ATF2	aa	PLAT	Activation
ATF2	aa	PLAU	Activation
ATF2	aa	PLAUR	Activation
ATF2	aa	PLD1	Activation
ATF2	aa	POLB	Activation
ATF2	aa	PPARG	Activation
ATF2	aa	PPARGC1A	Activation
ATF2	aa	PRKCD	Activation
ATF2	aa	PTEN	Activation
ATF2	aa	PTGS2	Activation
ATF2	aa	RB1	Activation
ATF2	aa	RELA	Activation
ATF2	ii	REN	Inhibition
ATF2	aa	RETN	Activation
ATF2	aa	RNMTL1	Activation
ATF2	aa	SCG2	Activation
ATF2	aa	SELE	Activation
ATF2	aa	SERPINB2	Activation
ATF2	aa	SLC5A5	Activation
ATF2	aa	SOCS3	Activation
ATF2	ii	SOX10	Inhibition
ATF2	aa	SOX9	Activation
ATF2	aa	STAR	Activation
ATF2	aa	SULT4A1	Activation
ATF2	aa	TGFB1	Activation
ATF2	aa	TGFB2	Activation
ATF2	aa	TGFB3	Activation
ATF2	aa	TGFBR2	Activation
ATF2	aa	TH	Activation
ATF2	ii	THBD	Inhibition
ATF2	aa	TIMP1	Activation
ATF2	aa	TNF	Activation
ATF2	aa	UCP1	Activation
ATF2	aa	UST	Activation
ATF2	aa	VGF	Activation
ATF2	aa	YTHDC2	Activation
ATF-2/c-Jun	ii	ACE	Inhibition
ATF-2/c-Jun	aa	ATF2	Activation
ATF-2/c-Jun	aa	ATF3	Activation
ATF-2/c-Jun	aa	BCL2L1	Activation
ATF-2/c-Jun	aa	CASP3	Activation
ATF-2/c-Jun	aa	CCND1	Activation
ATF-2/c-Jun	aa	CDK4	Activation
ATF-2/c-Jun	aa	CYP1A1	Activation
ATF-2/c-Jun	aa	EGR1	Activation
ATF-2/c-Jun	aa	ERCC1	Activation
ATF-2/c-Jun	aa	ERCC3	Activation
ATF-2/c-Jun	aa	FASLG	Activation
ATF-2/c-Jun	aa	FLT1	Activation
ATF-2/c-Jun	aa	FN1	Activation
ATF-2/c-Jun	aa	FOS	Activation
ATF-2/c-Jun	aa	FOSB	Activation
ATF-2/c-Jun	aa	HMOX1	Activation
ATF-2/c-Jun	aa	HRK	Activation
ATF-2/c-Jun	aa	IFNB1	Activation
ATF-2/c-Jun	aa	IGF2	Activation
ATF-2/c-Jun	aa	IGFBP6	Activation
ATF-2/c-Jun	aa	IL11	Activation
ATF-2/c-Jun	aa	IL4	Activation
ATF-2/c-Jun	aa	JUN	Activation
ATF-2/c-Jun	aa	JUNB	Activation
ATF-2/c-Jun	aa	JUND	Activation
ATF-2/c-Jun	aa	KLK3	Activation
ATF-2/c-Jun	aa	LAMA4	Activation
ATF-2/c-Jun	aa	MFGE8	Activation
ATF-2/c-Jun	aa	MMP1	Activation
ATF-2/c-Jun	aa	MMP2	Activation
ATF-2/c-Jun	aa	MSH2	Activation
ATF-2/c-Jun	aa	MSH6	Activation
ATF-2/c-Jun	aa	PLAU	Activation
ATF-2/c-Jun	aa	RAD23B	Activation
ATF-2/c-Jun	aa	SERPINE1	Activation
ATF-2/c-Jun	aa	TGFB1	Activation
ATF-2/c-Jun	aa	TNF	Activation
ATF-2/c-Jun	aa	XPA	Activation
ATF3	ii	ADIPOQ	Inhibition
ATF3	ii	ADIPOR1	Inhibition
ATF3	ii	ADIPOR2	Inhibition
ATF3	aa	BBC3	Activation
ATF3	ii	BECN1	Inhibition
ATF3	ii	BIRC3	Inhibition
ATF3	aa	BNIP3	Activation
ATF3	aa	CCL13	Activation
ATF3	ii	CCL4	Inhibition
ATF3	ii	CCNA2	Inhibition
ATF3	aa	CD69	Activation
ATF3	ii	CDKN1A	Inhibition
ATF3	ii	CEBPA	Inhibition
ATF3	aa	CEBPB	Activation
ATF3	ii	CEBPD	Inhibition
ATF3	aa	CGA	Activation
ATF3	ii	CH25H	Inhibition
ATF3	ii	CHGB	Inhibition
ATF3	ii	CXCL8	Inhibition
ATF3	ii	DDIT3	Inhibition
ATF3	aa	DDIT4	Activation
ATF3	ii	DHFR	Inhibition
ATF3	aa	ECEL1	Activation
ATF3	aa	EGR1	Activation
ATF3	aa	EPAS1	Activation
ATF3	aa	EPO	Activation
ATF3	aa	FN1	Activation
ATF3	aa	GADD45A	Activation
ATF3	aa	GAL	Activation
ATF3	aa	GDF15	Activation
ATF3	ii	GPT2	Inhibition
ATF3	aa	GSN	Activation
ATF3	aa	HSPB2	Activation
ATF3	ii	ID1	Inhibition
ATF3	ii	ID2	Inhibition
ATF3	aa	IFNG	Activation
ATF3	ii	IL10	Inhibition
ATF3	ii	IL12B	Inhibition
ATF3	ii	IL13	Inhibition
ATF3	aa	IL1B	Activation
ATF3	ii	IL4	Inhibition
ATF3	ii	IL5	Inhibition
ATF3	ii	IRS2	Inhibition
ATF3	aa	KIAA0101	Activation
ATF3	aa	KLF6	Activation
ATF3	ii	LDLR	Inhibition
ATF3	ii	MMP1	Inhibition
ATF3	aa	MMP13	Activation
ATF3	ii	MMP2	Inhibition
ATF3	ii	NFKB2	Inhibition
ATF3	ii	PCK1	Inhibition
ATF3	ii	PDX1	Inhibition
ATF3	aa	PENK	Activation
ATF3	aa	PMAIP1	Activation
ATF3	aa	PPP1R15A	Activation
ATF3	aa	GCG	Activation
ATF3	aa	SCG2	Activation
ATF3	ii	SLC7A1	Inhibition
ATF3	aa	SNAI1	Activation
ATF3	aa	SNAI2	Activation
ATF3	ii	THEM4	Inhibition
ATF3	ii	TLR4	Inhibition
ATF3	ii	TNF	Inhibition
ATF3	aa	TNFRSF10B	Activation
ATF3	ii	TP53	Inhibition
ATF3	aa	TWIST1	Activation
ATF3	ii	XIAP	Inhibition
ATF4	aa	ABCG2	Activation
ATF4	aa	ANGPTL4	Activation
ATF4	aa	APEX1	Activation
ATF4	aa	APOE	Activation
ATF4	aa	ASNS	Activation
ATF4	aa	ATF3	Activation
ATF4	aa	ATF5	Activation
ATF4	aa	ATG12	Activation
ATF4	aa	ATG16L1	Activation
ATF4	aa	ATG3	Activation
ATF4	aa	ATG7	Activation
ATF4	aa	BECN1	Activation
ATF4	aa	BGLAP	Activation
ATF4	aa	CA9	Activation
ATF4	ii	P14ARF	Inhibition
ATF4	aa	CEBPB	Activation
ATF4	ii	CHGB	Inhibition
ATF4	aa	CXCR5	Activation
ATF4	aa	DDIT3	Activation
ATF4	aa	DDIT4	Activation
ATF4	aa	DDR2	Activation
ATF4	ii	EGR1	Inhibition
ATF4	aa	EIF4EBP1	Activation
ATF4	ii	EPO	Inhibition
ATF4	aa	ERO1L	Activation
ATF4	aa	FGF19	Activation
ATF4	aa	FGF21	Activation
ATF4	aa	GABARAPL2	Activation
ATF4	aa	GADD45A	Activation
ATF4	aa	GAL	Activation
ATF4	aa	GCH1	Activation
ATF4	aa	GCLC	Activation
ATF4	aa	GCLM	Activation
ATF4	aa	GGT1	Activation
ATF4	aa	GGT2	Activation
ATF4	aa	GPT2	Activation
ATF4	aa	GPX2	Activation
ATF4	aa	GSTM4	Activation
ATF4	aa	HERPUD1	Activation
ATF4	aa	HMOX1	Activation
ATF4	aa	HSPA5	Activation
ATF4	aa	IGFBP4	Activation
ATF4	aa	IHH	Activation
ATF4	aa	IL2	Activation
ATF4	aa	IL6	Activation
ATF4	aa	KDM6B	Activation
ATF4	aa	LPIN2	Activation
ATF4	aa	MAP1LC3B	Activation
ATF4	aa	MCL1	Activation
ATF4	aa	MGST2	Activation
ATF4	aa	NBR1	Activation
ATF4	aa	NDC80	Activation
ATF4	aa	NFATC1	Activation
ATF4	aa	NTS	Activation
ATF4	aa	NUPR1	Activation
ATF4	aa	PARK2	Activation
ATF4	ii	PDE4D	Inhibition
ATF4	aa	PDGFRA	Activation
ATF4	ii	PENK	Inhibition
ATF4	aa	PER2	Activation
ATF4	aa	PLIN2	Activation
ATF4	aa	PMAIP1	Activation
ATF4	aa	PPARG	Activation
ATF4	aa	PPP1R15A	Activation
ATF4	aa	PRICKLE1	Activation
ATF4	aa	PSEN1	Activation
ATF4	aa	PTGS2	Activation
ATF4	ii	SCG2	Inhibition
ATF4	aa	SIRT1	Activation
ATF4	aa	SLC38A2	Activation
ATF4	aa	SLC6A4	Activation
ATF4	aa	SLC7A1	Activation
ATF4	aa	SLC7A11	Activation
ATF4	aa	SNAI3	Activation
ATF4	aa	SNCG	Activation
ATF4	aa	SP7	Activation
ATF4	aa	SQSTM1	Activation
ATF4	aa	TNFSF11	Activation
ATF4	aa	TRIB3	Activation
ATF4	aa	ULK1	Activation
ATF4	aa	VEGFA	Activation
ATF4	aa	ZNF268	Activation
ATF5	aa	ASNS	Activation
ATF5	aa	BCL2	Activation
ATF5	aa	CCND3	Activation
ATF5	aa	CEBPA	Activation
ATF5	aa	DDIT3	Activation
ATF5	aa	EGR1	Activation
ATF5	aa	HSPB1	Activation
ATF5	ii	ID1	Inhibition
ATF5	aa	MCL1	Activation
ATF5	aa	MTOR	Activation
ATF5	ii	SH2D1A	Inhibition
ATF6	aa	ATP2A2	Activation
ATF6	ii	CFTR	Inhibition
ATF6	aa	DDIT3	Activation
ATF6	aa	DNAJC3	Activation
ATF6	aa	EDEM1	Activation
ATF6	aa	ESRRG	Activation
ATF6	aa	HMGCR	Activation
ATF6	aa	HMGCS1	Activation
ATF6	aa	HSPA5	Activation
ATF6	aa	MANF	Activation
ATF6	aa	PDIA4	Activation
ATF6	aa	PDIA6	Activation
ATF6	ii	PPARGC1A	Inhibition
ATF6	aa	PPIB	Activation
ATF6	aa	XBP1	Activation
ATF-6 alpha (50kDa)	aa	ATP2A2	Activation
ATF-6 alpha (50kDa)	aa	BUB1	Activation
ATF-6 alpha (50kDa)	aa	CDKN3	Activation
ATF-6 alpha (50kDa)	ii	CFTR	Inhibition
ATF-6 alpha (50kDa)	aa	CRELD2	Activation
ATF-6 alpha (50kDa)	aa	CRP	Activation
ATF-6 alpha (50kDa)	aa	DAPK1	Activation
ATF-6 alpha (50kDa)	aa	DDIT3	Activation
ATF-6 alpha (50kDa)	aa	DNAJC3	Activation
ATF-6 alpha (50kDa)	aa	EDEM1	Activation
ATF-6 alpha (50kDa)	aa	HERPUD1	Activation
ATF-6 alpha (50kDa)	aa	HSPA5	Activation
ATF-6 alpha (50kDa)	aa	LMAN1	Activation
ATF-6 alpha (50kDa)	aa	MANF	Activation
ATF-6 alpha (50kDa)	aa	NUCB1	Activation
ATF-6 alpha (50kDa)	aa	PDIA4	Activation
ATF-6 alpha (50kDa)	aa	SRR	Activation
ATF-6 alpha (50kDa)	aa	STARD4	Activation
ATF-6 alpha (50kDa)	aa	SYVN1	Activation
ATF-6 alpha (50kDa)	aa	UBE2C	Activation
ATF-6 alpha (50kDa)	aa	VEGFA	Activation
ATF-6 alpha (50kDa)	aa	XBP1	Activation
ATF6B	aa	HSPA5	Activation
ATF7	ii	HTR5BP	Inhibition
ATF7	aa	SELE	Activation
ATF7	aa	TGFB2	Activation
ATF7IP	ii	HOXA10	Inhibition
ATF7IP	ii	HOXA11	Inhibition
ATF7IP	ii	HOXA2	Inhibition
ATF7IP	ii	HOXA3	Inhibition
ATF7IP	ii	HOXA4	Inhibition
ATF7IP	ii	HOXA5	Inhibition
ATF7IP	ii	HOXA6	Inhibition
ATF7IP	ii	HOXA7	Inhibition
ATF7IP	ii	HOXA9	Inhibition
ATF7IP	aa	TERC	Activation
ATF7IP	aa	TERT	Activation
ATOH1	aa	BARHL1	Activation
ATOH1	aa	BARHL2	Activation
ATOH1	aa	CCND2	Activation
ATOH1	aa	CXCR4	Activation
ATOH1	aa	GLI2	Activation
ATOH1	aa	HES6	Activation
ATOH1	aa	KLF7	Activation
ATOH1	aa	LHX2	Activation
ATOH1	aa	LHX9	Activation
ATOH1	aa	MUC2	Activation
ATOH1	aa	NEUROD1	Activation
ATOH1	aa	NR2F6	Activation
ATOH1	aa	PAX6	Activation
ATOH1	aa	PLXNB2	Activation
ATOH1	aa	POU4F3	Activation
ATOH1	aa	RAB15	Activation
ATOH1	aa	RASSF4	Activation
ATOH1	aa	SELM	Activation
ATOH1	aa	SMAD7	Activation
ATOH7	aa	POU4F2	Activation
ATOH8	aa	HAMP	Activation
BACH1	ii	AFG3L1P	Inhibition
BACH1	ii	ANXA2P2	Inhibition
BACH1	ii	BCL2L11	Inhibition
BACH1	ii	CALM2	Inhibition
BACH1	ii	CDK6	Inhibition
BACH1	ii	CDKN1A	Inhibition
BACH1	aa	CXCR4	Activation
BACH1	aa	DUSP1	Activation
BACH1	aa	EWSR1	Activation
BACH1	ii	FTH1	Inhibition
BACH1	ii	FTL	Inhibition
BACH1	ii	FTMT	Inhibition
BACH1	ii	GCLC	Inhibition
BACH1	ii	GCLM	Inhibition
BACH1	ii	HBA2	Inhibition
BACH1	ii	HBB	Inhibition
BACH1	ii	HMOX1	Inhibition
BACH1	ii	IL6	Inhibition
BACH1	ii	ITPR2	Inhibition
BACH1	ii	ME1	Inhibition
BACH1	aa	MMP1	Activation
BACH1	ii	NQO1	Inhibition
BACH1	aa	PCSK6	Activation
BACH1	ii	PEBP1	Inhibition
BACH1	ii	PERP	Inhibition
BACH1	aa	PGK2	Activation
BACH1	aa	ROBO1	Activation
BACH1	ii	SLC40A1	Inhibition
BACH1	aa	SLC7A11	Activation
BACH1	ii	SQSTM1	Inhibition
BACH1	ii	TFE3	Inhibition
BACH1	ii	THAS	Inhibition
BACH1	ii	TTC23	Inhibition
BACH1	ii	TXNRD1	Inhibition
